"A","278-A3","","","","","","","","","","","4932","","It is required that separate transaction sets be used for different patients."
"E","278-A3","7","0300","AAA","03","","","901","33","2","0300","5187","","Use for input errors in the service data not covered by the other reject reason codes listed. For example, use for invalid place of service codes and invalid procedure codes and procedure dates."
"E","278-A3","7","0300","AAA","03","","","901","57","2","0300","5134","","Use for invalid/missing service, admission, surgery, or discharge dates."
"E","278-A3","7","0300","AAA","03","","","901","T5","2","0300","5135","","Use to indicate missing previous certification number information."
"C","278-A3","7","0300","AAA","04","","","","","2","0300","","F","Follow-up Action Code"
"B","278-A3","7","0400","","","","","","","2","0400","4960","E","UM*SC*I*3~"
"B","278-A3","7","0400","","","","","","","2","0400","5401","","Required when valued on the request and used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"B","278-A3","7","0400","","","","","","","2","0400","","A","Health Care Services Review Information"
"C","278-A3","7","0400","UM","01","","","","","2","0400","","F","Request Category Code"
"E","278-A3","7","0400","UM","01","","","1525","HS","2","0400","5136","","Required when this is a response to a request for review of services related to an episode of care."
"E","278-A3","7","0400","UM","01","","","1525","SC","2","0400","5137","","Required when this is a response to a request for a referral to a specialty provider."
"C","278-A3","7","0400","UM","02","","","","","2","0400","5479","D","Required when different from the UM02 value at the Patient Event level (Loop 2000E). If not required, do not send."
"C","278-A3","7","0400","UM","02","","","","","2","0400","","F","Certification Type Code"
"E","278-A3","7","0400","UM","02","","","1322","1","2","0400","5480","","Use this value only for appeals of review decisions where the level of service required is emergency or urgent."
"E","278-A3","7","0400","UM","02","","","1322","2","2","0400","5228","","Use this value for appeals of review decisions where the level of;service is not emergency or urgent."
"E","278-A3","7","0400","UM","02","","","1322","4","2","0400","5306","","A ""UM02 = 4"" indicates that this is an extension request to a prior approved service."
"E","278-A3","7","0400","UM","02","","","1322","R","2","0400","5307","","Various services, such as physical therapy, spinal manipulation, and allergy treatment, have both a delivery pattern and a time span of authorization. Many UMOs place time limits - as in will not authorize anything for more than 30 days at a time. For example, blanket authorization for allergy treatments as required for 30 days. At the end of the 30 days, the provider must request to renew the certification - not extend it - because the UMO authorizes for 30 day intervals, one interval at a time."
"E","278-A3","7","0400","UM","02","","","1322","S","2","0400","5308","","Use if the requester is revising the specifics of a certification for which services have not been rendered. For example, the requester may be requesting additional procedures or other procedures for the same patient event."
"C","278-A3","7","0400","UM","03","","","","","2","0400","5401","D","Required when valued on the request and used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"C","278-A3","7","0400","UM","03","","","","","2","0400","","F","Service Type Code"
"E","278-A3","7","0400","UM","03","","","1365","25","2","0400","5363","","Use for restorative dental services."
"C","278-A3","7","0400","UM","04","","","","","2","0400","5401","D","Required when valued on the request and used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0400","UM","04","C023","01","","","2","0400","5227","","Use to indicate a facility code value from the code source referenced in UM04-2."
"D","278-A3","7","0400","UM","04","C023","01","","","2","0400","","F","Facility Type Code"
"D","278-A3","7","0400","UM","04","C023","02","","","2","0400","","F","Facility Code Qualifier"
"B","278-A3","7","0500","","","","","","","2","0500","5140","","If the UMO for this service was unable to review the request due to missing or invalid application data at this level, the UMO must return a 278 response containing a AAA segment at this level."
"B","278-A3","7","0500","","","","","","","2","0500","5364","","If the review outcome is pending additional medical information and the 278 response includes a request for additional information using either a PWK segment or an HI segment that specifies LOINC values, then the associated HCR segment must be valued with HCR01 = A4 (pended) and HCR03 must be valued with the appropriate health care services review decision reason code to indicate that additional information is required.<R>
Refer to Section 2.5 for more information."
"B","278-A3","7","0500","","","","","","","2","0500","5365","E","HCR*A1*20020713~"
"B","278-A3","7","0500","","","","","","","2","0500","5428","","Required when the UMO has reviewed the request at this level, and the UMO renders a decision at both the Patient Event level and at the Service level, to provide service review outcome information and an associated reference number. If not required by this implementation guide, do not send."
"B","278-A3","7","0500","","","","","","","2","0500","5429","","If the HCR segment is sent in this 2000F Service level loop, it will override an HCR segment sent in the Patient Event loop (2000E) for this service only."
"B","278-A3","7","0500","","","","","","","2","0500","","A","Health Care Services Review"
"C","278-A3","7","0500","HCR","01","","","","","2","0500","5025","B","Certification Action Code"
"C","278-A3","7","0500","HCR","01","","","","","2","0500","","F","Action Code"
"E","278-A3","7","0500","HCR","01","","","306","NA","2","0500","5141","","Use only if certification is not required."
"C","278-A3","7","0500","HCR","02","","","","","2","0500","5460","D","Required when HCR01 = A1 or A6. If not required by this implementation guide, do not send."
"C","278-A3","7","0500","HCR","02","","","","","2","0500","","F","Review Identification Number"
"C","278-A3","7","0500","HCR","03","","","","","2","0500","5406","D","Required when HCR01=A3 or A4. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A3","7","0500","HCR","03","","","","","2","0500","5490","","This data element is a repeating data element and can be repeated the maximum number allowed by the standard in this implementation guide."
"C","278-A3","7","0500","HCR","03","","","","","2","0500","","F","Review Decision Reason Code"
"C","278-A3","7","0500","HCR","04","","","","","2","0500","5207","D","Required when certification pertains to a surgical procedure and the contract under which the patient is covered has provisions regarding a second surgical opinion. If not required by this implementation guide, do not send."
"C","278-A3","7","0500","HCR","04","","","","","2","0500","","F","Second Surgical Opinion Indicator"
"B","278-A3","7","0600","","","","","","","2","0600","5452","A","Administrative Reference Number"
"B","278-A3","7","0600","","","","","","","2","0600","5461","E","REF*NT*Y789~"
"B","278-A3","7","0600","","","","","","","2","0600","5462","","Required when the HCR segment is valued in this loop and HCR01 = A3, A4 or CT, and the response does not carry an administrative reference number at the parent Patient Event level to assign an administrative reference number associated with this service line. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"B","278-A3","7","0600","","","","","","","2","0600","5481","","This number can be used by the requester on a follow up request, such as an appeal (UM02=1) or request for reconsideration (UM02=6), to reference this UMO response."
