"A","278-A1","","","","","","","","","","","4256","","It is required that separate transaction sets be used for different patients."
"C","278-A1","6","2800","NM1","03","","","","","2","1700","4840","D","Required when the name of the location for which the patient is being transported is known. If not required by this implementation, do not send."
"C","278-A1","6","2800","NM1","03","","","","","2","1700","","F","Patient Event Transport Location Name"
"B","278-A1","6","3100","","","","","","","2","2000","4277","E","N3*77 HOLLY BLVD~"
"B","278-A1","6","3100","","","","","","","2","2000","4841","A","Patient Event Transport Location Address"
"C","278-A1","6","3100","N3","01","","","","","2","2000","4842","","Use this element for the first line of the Transport Location address."
"C","278-A1","6","3100","N3","01","","","","","2","2000","","F","Patient Event Transport Location Address Line"
"C","278-A1","6","3100","N3","02","","","","","2","2000","4691","D","Required when a second address line exists. If not required by this implementation guide, do not send."
"C","278-A1","6","3100","N3","02","","","","","2","2000","","F","Patient Event Transport Location Address Line"
"B","278-A1","6","3200","","","","","","","2","2100","4278","E","N4*HOLLYWOOD*CA*90214~"
"B","278-A1","6","3200","","","","","","","2","2100","4843","A","Patient Event Transport Location City/State/ZIP Code"
"C","278-A1","6","3200","N4","01","","","","","2","2100","4844","D","Required when N403 is not valued. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A1","6","3200","N4","01","","","","","2","2100","","F","Patient Event Transport Location City Name"
"C","278-A1","6","3200","N4","02","","","","","2","2100","4844","D","Required when N403 is not valued. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A1","6","3200","N4","02","","","","","2","2100","","F","Patient Event Transport Location State or Province Code"
"C","278-A1","6","3200","N4","03","","","","","2","2100","4845","D","Required when N401 and N402 are not valued. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A1","6","3200","N4","03","","","","","2","2100","","F","Patient Event Transport Location Postal Zone or ZIP Code"
"B","278-A1","6","3900","","","","","","","2","1700","4912","A","Patient Event Other UMO Name"
"B","278-A1","6","3900","","","","","","","2","1700","4913","E","NM1*CA~"
"B","278-A1","6","3900","","","","","","","2","1700","4914","","Required when Health Care Services Review has been denied by another UMO. If not required by this implementation guide, do not send."
"C","278-A1","6","3900","NM1","01","","","","","2","1700","","F","Entity Identifier Code"
"E","278-A1","6","3900","NM1","01","","","98","00","2","1700","4915","","Use this code to indicate that the other UMO is commercial insurance."
"E","278-A1","6","3900","NM1","01","","","98","CA","2","1700","4916","","Use this code to indicate that the other UMO is Medicare Part B."
"E","278-A1","6","3900","NM1","01","","","98","GG","2","1700","4917","","Use this code to indicate that the other UMO is Medicare Part A."
"C","278-A1","6","3900","NM1","02","","","","","2","1700","","F","Entity Type Qualifier"
"C","278-A1","6","3900","NM1","03","","","","","2","1700","4918","D","Required when NM101 is equal to ""00"" to indicate the name name of the other UMO. If not required by this implementation guide, do not send."
"C","278-A1","6","3900","NM1","03","","","","","2","1700","","F","Other UMO Name"
"B","278-A1","6","4000","","","","","","","2","1800","4919","A","Other UMO Denial Reason"
"B","278-A1","6","4000","","","","","","","2","1800","4920","E","REF*ZZ*0M~"
"C","278-A1","6","4000","REF","01","","","","","2","1800","","F","Reference Identification Qualifier"
"E","278-A1","6","4000","REF","01","","","128","ZZ","2","1800","4921","","Use ZZ to indicate Health Care Service Review Decision Reason Code from Code Source 886."
"C","278-A1","6","4000","REF","02","","","","","2","1800","","F","Other UMO Denial Reason"
"C","278-A1","6","4000","REF","04","","","","","2","1800","4922","D","Required when the Health Care Services Review was denied by other UMO for more than one reason. If not required by this implementation guide, do not send."
"D","278-A1","6","4000","REF","04","C040","01","","","2","1800","","F","Reference Identification Qualifier"
"E","278-A1","6","4000","REF","04","C040","01","128","ZZ","2","1800","4921","","Use ZZ to indicate Health Care Service Review Decision Reason Code from Code Source 886."
"D","278-A1","6","4000","REF","04","C040","02","","","2","1800","","F","Other UMO Denial Reason"
"D","278-A1","6","4000","REF","04","C040","03","","","2","1800","4923","D","Required when the other UMO denied the request for more than two reasons. If not required by this implementation guide, do not send."
"D","278-A1","6","4000","REF","04","C040","03","","","2","1800","","F","Reference Identification Qualifier"
"E","278-A1","6","4000","REF","04","C040","03","128","ZZ","2","1800","4921","","Use ZZ to indicate Health Care Service Review Decision Reason Code from Code Source 886."
"D","278-A1","6","4000","REF","04","C040","04","","","2","1800","4923","D","Required when the other UMO denied the request for more than two reasons. If not required by this implementation guide, do not send."
"D","278-A1","6","4000","REF","04","C040","04","","","2","1800","","F","Other UMO Denial Reason"
"D","278-A1","6","4000","REF","04","C040","05","","","2","1800","4924","D","Required when the other UMO denied the request for more than three reasons. If not required by this implementation guide, do not send."
"D","278-A1","6","4000","REF","04","C040","05","","","2","1800","","F","Reference Identification Qualifier"
"E","278-A1","6","4000","REF","04","C040","05","128","ZZ","2","1800","4921","","Use ZZ to indicate Health Care Service Review Decision Reason Code from Code Source 886."
"D","278-A1","6","4000","REF","04","C040","06","","","2","1800","4924","D","Required when the other UMO denied the request for more than three reasons. If not required by this implementation guide, do not send."
"D","278-A1","6","4000","REF","04","C040","06","","","2","1800","","F","Reference Identification"
"B","278-A1","6","4900","","","","","","","2","2700","4925","A","Other UMO Denial Date"
"B","278-A1","6","4900","","","","","","","2","2700","4926","E","DTP*598*D8*20050516~"
"C","278-A1","6","4900","DTP","01","","","","","2","2700","","F","Date Time Qualifier"
"C","278-A1","6","4900","DTP","02","","","","","2","2700","","F","Date Time Period Format Qualifier"
"C","278-A1","6","4900","DTP","03","","","","","2","2700","","F","Other UMO Denial Date"
"B","278-A1","7","0100","","","","","","","2","0100","4280","E","HL*6*5*SS*0~"
"B","278-A1","7","0100","","","","","","","2","0100","4327","A","Service Level"
"B","278-A1","7","0100","","","","","","","2","0100","4846","","Required when specific services are associated with this patient event. If not required by this implementation guide, do not send."
"C","278-A1","7","0100","HL","01","","","","","2","0100","","F","Hierarchical ID Number"
"C","278-A1","7","0100","HL","02","","","","","2","0100","","F","Hierarchical Parent ID Number"
"C","278-A1","7","0100","HL","03","","","","","2","0100","","F","Hierarchical Level Code"
"C","278-A1","7","0100","HL","04","","","","","2","0100","","F","Hierarchical Child Code"
"B","278-A1","7","0200","","","","","","","2","0200","4372","A","Service Trace Number"
"B","278-A1","7","0200","","","","","","","2","0200","4427","E","TRN*1*111099*9012345678*RADIOLOGY~"
"B","278-A1","7","0200","","","","","","","2","0200","4755","","Required when the requester needs to assign a unique trace number to the service line request. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"B","278-A1","7","0200","","","","","","","2","0200","4847","","This enables the requester to
<195> uniquely identify this service line request
<195> trace the request
<195> match the response to the request
<195> reference this request in any associated attachments containing additional service information related to this service line request."
