"A","278-B1","","","","","","","","","","","3091","","It is required that separate transaction sets be used for different patients."
"C","278-B1","6","1100","CL1","01","","","","","2","1100","3301","D","Required when admission type code information is used between the information sender and information receiver. If not required by this implementation guide, do not send."
"C","278-B1","6","1100","CL1","01","","","","","2","1100","","F","Admission Type Code"
"C","278-B1","6","1100","CL1","02","","","","","2","1100","3302","D","Required when admission source code information is used between the information sender and information receiver. If not required by this implementation guide, do not send."
"C","278-B1","6","1100","CL1","02","","","","","2","1100","","F","Admission Source Code"
"C","278-B1","6","1100","CL1","03","","","","","2","1100","3303","D","Required when patient status code information is used between the information sender and information receiver. If not required by this implementation guide, do not send."
"C","278-B1","6","1100","CL1","03","","","","","2","1100","","F","Patient Status Code"
"B","278-B1","6","1200","","","","","","","2","1200","3166","A","Ambulance Transport Information"
"B","278-B1","6","1200","","","","","","","2","1200","3486","E","CR1***T**DH*28~"
"B","278-B1","6","1200","","","","","","","2","1200","3706","","Required when health care services review is for non-emergency transportation services. If not required by this implementation guide, do not send."
"B","278-B1","6","1200","","","","","","","2","1200","3707","","When the CR1 segment is used, then Loop 2010EB is required."
"C","278-B1","6","1200","CR1","03","","","","","2","1200","","F","Ambulance Transport Code"
"C","278-B1","6","1200","CR1","05","","","","","2","1200","3708","D","Required when distance of transportation is known. If not required by this implementation guide, do not send."
"C","278-B1","6","1200","CR1","05","","","","","2","1200","","F","Unit or Basis for Measurement Code"
"C","278-B1","6","1200","CR1","06","","","","","2","1200","3708","D","Required when distance of transportation is known. If not required by this implementation guide, do not send."
"C","278-B1","6","1200","CR1","06","","","","","2","1200","","F","Transport Distance"
"B","278-B1","6","1300","","","","","","","2","1300","3250","A","Spinal Manipulation Service Information"
"B","278-B1","6","1300","","","","","","","2","1300","3487","E","CR2*1*5~"
"B","278-B1","6","1300","","","","","","","2","1300","3709","","Required when identifying certification for spinal manipulation services (UM01=HS) when the patient's condition or treatment involves subluxation. If not required by this implementation guide, do not send."
"C","278-B1","6","1300","CR2","01","","","","","2","1300","3710","D","Required when identifying certification for a specific treatment number in a series of treatments. If not required by this implementation guide, do not send."
"C","278-B1","6","1300","CR2","01","","","","","2","1300","","F","Treatment Series Number"
"C","278-B1","6","1300","CR2","02","","","","","2","1300","3710","D","Required when identifying certification for a specific treatment number in a series of treatments. If not required by this implementation guide, do not send."
"C","278-B1","6","1300","CR2","02","","","","","2","1300","","F","Treatment Count"
"C","278-B1","6","1300","CR2","03","","","","","2","1300","3711","D","Required when the patient's condition or treatment involves subluxation. If not required by this implementation guide, do not send."
"C","278-B1","6","1300","CR2","03","","","","","2","1300","","F","Subluxation Level Code"
"C","278-B1","6","1300","CR2","04","","","","","2","1300","3712","D","Required when the patient's condition or treatment involves subluxation to express the ending level of subluxation. If not required by this implementation guide, do not send."
"C","278-B1","6","1300","CR2","04","","","","","2","1300","","F","Subluxation Level Code"
"B","278-B1","6","1400","","","","","","","2","1400","3167","A","Home Oxygen Therapy Information"
"B","278-B1","6","1400","","","","","","","2","1400","3488","E","CR5***D***1**********2*A~"
"B","278-B1","6","1400","","","","","","","2","1400","3713","","Required when identifying initial, extended, or revised certification of home oxygen therapy. If not required by this implementation guide, do not send."
"B","278-B1","6","1400","","","","","","","2","1400","3714","","Use the UM segment data element UM02 instead of CR501 to specify the Certification Type Code."
"B","278-B1","6","1400","","","","","","","2","1400","3715","","Use the HSD segment instead of CR502 to specify the treatment period."
"C","278-B1","6","1400","CR5","03","","","","","2","1400","","F","Oxygen Equipment Type Code"
"C","278-B1","6","1400","CR5","04","","","","","2","1400","3716","D","Required when CR503 is present and more than one type of equipment was identified to administer the oxygen therapy. If not required by this implementation guide, do not send."
"C","278-B1","6","1400","CR5","04","","","","","2","1400","","F","Oxygen Equipment Type Code"
"C","278-B1","6","1400","CR5","06","","","","","2","1400","","F","Oxygen Flow Rate"
"C","278-B1","6","1400","CR5","07","","","","","2","1400","3717","D","Required when daily oxygen use count is relevant to the type of home oxygen therapy identified. If not required by this implementation guide, do not send."
"C","278-B1","6","1400","CR5","07","","","","","2","1400","","F","Daily Oxygen Use Count"
"C","278-B1","6","1400","CR5","08","","","","","2","1400","3717","D","Required when daily oxygen use count is relevant to the type of home oxygen therapy identified. If not required by this implementation guide, do not send."
"C","278-B1","6","1400","CR5","08","","","","","2","1400","","F","Oxygen Use Period Hour Count"
"C","278-B1","6","1400","CR5","09","","","","","2","1400","3718","D","Required when necessary to convey special orders for the respiratory therapist. If not required by this implementation guide, do not send."
"C","278-B1","6","1400","CR5","09","","","","","2","1400","","F","Respiratory Therapist Order Text"
"C","278-B1","6","1400","CR5","16","","","","","2","1400","3719","D","Required when either CR503, CR504 or CR518 = ""D"" (Liquid Portable) or ""E"" (Gaseous Portable). If not required by this implementation guide, do not send."
"C","278-B1","6","1400","CR5","16","","","","","2","1400","","F","Portable Oxygen System Flow Rate"
"C","278-B1","6","1400","CR5","17","","","","","2","1400","","F","Oxygen Delivery System Code"
"C","278-B1","6","1400","CR5","18","","","","","2","1400","3720","D","Required when CR503 and CR504 are present and more than two types of equipment are required to administer the oxygen therapy. If not required by this implementation guide, do not send."
"C","278-B1","6","1400","CR5","18","","","","","2","1400","","F","Oxygen Equipment Type Code"
"B","278-B1","6","1500","","","","","","","2","1500","3168","A","Home Health Care Information"
"B","278-B1","6","1500","","","","","","","2","1500","3489","E","CR6*7*19980601*****N*I~"
"B","278-B1","6","1500","","","","","","","2","1500","3721","","Required when identifying certification of home health care, private duty nursing, or services by a nurses' agency. If not required by this implementation guide, do not send."
"B","278-B1","6","1500","","","","","","","2","1500","3722","","Requests for home health care must include a principal diagnosis (HI01 = BK) and principal diagnosis date in the HI segment in Loop 2000E, Patient Event."
"C","278-B1","6","1500","CR6","01","","","","","2","1500","","F","Prognosis Code"
"C","278-B1","6","1500","CR6","02","","","","","2","1500","","F","Home Health Start Date"
"C","278-B1","6","1500","CR6","03","","","","","2","1500","3723","D","Required when the event date has not been identified in DTP, Event Date in this loop and the duration of this plan of treatment is known. If not required by this implementation guide, do not send."
"C","278-B1","6","1500","CR6","03","","","","","2","1500","","F","Date Time Period Format Qualifier"
"C","278-B1","6","1500","CR6","04","","","","","2","1500","3723","D","Required when the event date has not been identified in DTP, Event Date in this loop and the duration of this plan of treatment is known. If not required by this implementation guide, do not send."
"C","278-B1","6","1500","CR6","04","","","","","2","1500","","F","Home Health Certification Period"
"C","278-B1","6","1500","CR6","07","","","","","2","1500","","F","Medicare Coverage Indicator"
"C","278-B1","6","1500","CR6","08","","","","","2","1500","3261","","This element must have the same value as UM02."
"C","278-B1","6","1500","CR6","08","","","","","2","1500","","F","Certification Type Code"
"E","278-B1","6","1500","CR6","08","","","1322","1","2","1500","3314","","Use this value only for appeals of review decisions where the level of service required is emergency or urgent."
"E","278-B1","6","1500","CR6","08","","","1322","2","2","1500","3318","","Use this value for appeals of review decisions where the level of service is not emergency or urgent."
"E","278-B1","6","1500","CR6","08","","","1322","6","2","1500","3490","","This code is used to request the UMO to reconsider a previously denied referral or certification request."
"B","278-B1","6","1550","","","","","","","2","1550","3321","A","Additional Patient Information"
"B","278-B1","6","1550","","","","","","","2","1550","3322","E","PWK*OB*BM***AC*DMN0012~"
"B","278-B1","6","1550","","","","","","","2","1550","3491","","This PWK segment is required to identify attachments that are sent electronically (PWK02 = EL) but are transmitted in another X12functional group rather than by paper or other medium. PWK06 is used to identify the attached electronic documentation. The number inPWK06 would be referenced in the electronic attachment."
"B","278-B1","6","1550","","","","","","","2","1550","3724","","Required when needed to identify missing teeth for dental services, or to identify additional documentation (electronic, paper, or other medium) associated with this health care services review that applies to the patient event and/or all the services requested and the 278 request (ST-SE) does not support this information in its segments and data elements. If not required by this implementation guide, do not send."
